1                name               |           model            |  asset_type  | serial_number 

1448  JACOBS-B-ESW-4                   | WS-C3750X-48P              | SWITCH       | FDO1537R0QB

1449  JONES-4-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2001X1K2

1450  JONES-4-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2001U1FM

1451  JONES-4-ESW-1                    | WS-C3850-24P-L             | SWITCH       | FCW1922D11A

1452  JONES-4-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FCW2002C01S

1453  JONES-4-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2001X1HA

1454  KEMPER-1-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1813U080

1455  KEMPER-1-ESW-1                   | WS-C3850-24P-L             | SWITCH       | FOC1812Y1SM

1456  KEMPER-1-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1748X157

1457  KEMPER-2-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1650P172

1458  KEMPER-2-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1643Z27G

1459  KEMPER-3-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1650Z091

1460  KEMPER-3-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537Z064

1461  KEMPER-4-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1641Z2A6

1462  KEMPER-4-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1650P19K

1463  KRESGE-1332-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2001C0VQ

1464  KRESGE-1332-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2001D0S3

1465  KRESGE-1332-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2025C1K7

1466  KRESGE-1332-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2025F4B5

1467  KRESGE-1332-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2050C0A5

1468  KRESGE-1332-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2001C1DC

1469  KRESGE-1332-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2001U0Y2

1470  KRESGE-1332-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2001U1FN

1471  KRESGE-1332-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW1938D1K7

1472  KRESGE-4341-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2008X077

1473  KRESGE-4341-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2025C1JL

1474  KRESGE-4341-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2025D198

1475  KRESGE-4341-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2008U073

1476  KRESGE-4341-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2008X07R

1477  KRESGE-4341-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2001U1D6

1478  KRESGE-4341-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1730V0CE

1479  KRESGE-4341-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1832X1ES

1480  KRESGE-ROCK-ESW-1                | CISCOIE20004TSGB           | SWITCH       | FDO2102T1H3

1481  KRESGEUG-120-ESW-1               | WS-C3750X-24P              | SWITCH       | FDO1536K1G0

1482  LAKEFRONT-CALLBOX1-ESW-1         | CISCOIE20004TSGB           | SWITCH       | FDO1710T0DJ

1483  LAKEFRONT-CALLBOX2-ESW-1         | CISCOIE20004TSGB           | SWITCH       | FDO2213T02K

1484  LAKEFRONT-CALLBOX3-ESW-1         | CISCOIE20004TSGB           | SWITCH       | FDO2007T08B

1485  LAKEFRONT-CALLBOX4-ESW-1         | CISCOIE20004TSGB           | SWITCH       | FDO2007T083

1486  LAKEFRONT-CALLBOX5-ESW-1         | CISCOIE20004TSGB           | SWITCH       | FDO2012U0BQ

1487  LAKEFRONT-CALLBOX6-ESW-1         | CISCOIE20004TSGB           | SWITCH       | FDO2215T0LC

1488  LEV-2109B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537V0A6

1489  LEV-2109B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537R0ZL

1490  LEV-2109B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537K0K9

1491  LEV-2109B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537K0D1

1492  LEV-607A-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525P1DZ

1493  LEV-G158-0G0105-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC1925X14U

1494  LEV-G158-0G0108-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2104F14F

1495  LEV-G158-0G0117-ESW-1            | WS-C3850-24P-L             | SWITCH       | FOC1919U0W5

1496  LEV-G158-0G0208-ESW-3-SBC        | WS-C3750X-12S              | SWITCH       | FDO1746Z3FC

1497  LEV-G158-0G0E12-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW1903D0DF

1498  LEV-G158-0G0E12-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC1902U1HP

1499  LEV-G158-0G0E12-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW1903C04P

1500  LEV-G158-0G0E12-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC1740X00K

1501  LEV-G158-0G0E12-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW1903C0L9

1502  LEV-G158-0G0E12-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2219D13V

1503  LEV-G40B-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525V0EC

1504  LEV-G40B-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525V0EG

1505  LEV-G40B-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525P1DV

1506  LEV-G40B-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525P1DX

1507  LEV-G40B-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525R11X

1508  LEV-G40B-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537R0QZ

1509  LEV-MDF-ESW-2                    | WS-C3750X-24P              | SWITCH       | FDO1536R1M1

1510  LEVY-124-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FOC1739X11D

1511  LEVY-124-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FCW2143C0R5

1512  LEVY-210-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FOC1739U0XR

1513  LEVY-210-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FOC1903X04S

1514  LEVY-210-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FCW1903C0JE

1515  LEVY-210-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FOC1739X10G

1516  LEVY-210-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FOC1739U0XV

1517  LIND-4-ESW-1                     | WS-C3750X-24P              | SWITCH       | FDO1536R1M4

1518  LIND-4-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1650P19N

1519  LOCY-B-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1629R4PR

1520  LOCY-B-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1525K11S

1521  LOCY-B-ESW-1                     | WS-C3750X-24P              | SWITCH       | FDO1536R1K6

1522  LOCY-B-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1530K1FN

1523  LOCY-B-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1525P13D

1524  LOCY-B-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1525V0DQ

1525  LOUIS-1-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2035X0H6

1526  LOUIS-1-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FCW2033C2AM

1527  LOUIS-1-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2035U0LJ

1528  LOUIS-1-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2033U2DV

1529  LOUIS-1-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FCW2035C0K3

1530  LUNT-2-ESW-2                     | WS-C3750X-48P              | SWITCH       | FDO1525Z094

1531  LUNT-2-ESW-2                     | WS-C3750X-48P              | SWITCH       | FDO1537V0B1

1532  LUNT-B-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1807U0QK

1533  LUNT-B-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1803U14E

1534  LUNT-B-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1821X08W

1535  LURIE-1-ESW-2                    | WS-C3850-24P-L             | SWITCH       | FOC1740X08X

1536  LURIE-1-ESW-2                    | WS-C3850-48P-L             | SWITCH       | FOC2225L05L

1537  LURIE-1-ESW-2                    | WS-C3850-48P-L             | SWITCH       | FOC2225L1C5

1538  LURIE-1-ESW-2                    | WS-C3850-48P-L             | SWITCH       | FOC2024X07G

1539  LURIE-1-ESW-2                    | WS-C3850-48P-L             | SWITCH       | FOC1739U0W9

1540  LURIE-1-ESW-2                    | WS-C3850-48P-L             | SWITCH       | FOC1740U00A

1541  LURIE-10-101-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1748X0BA

1542  LURIE-10-101-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1740X00C

1543  LURIE-10-101-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1739U0Y9

1544  LURIE-10-101-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1739U0WQ

1545  LURIE-10-101-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1739U0U6

1546  LURIE-10-101-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1810Y1DD

1547  LURIE-11-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2142X1DT

1548  LURIE-11-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2142U1M2

1549  LURIE-11-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW2142F1GM

1550  LURIE-11-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW2106F0Z2

1551  LURIE-3-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739V3C3

1552  LURIE-3-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X10M

1553  LURIE-3-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FJB2332H0RH

1554  LURIE-3-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1730V1P0

1555  LURIE-4-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739U0YJ

1556  LURIE-4-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X0ZM

1557  LURIE-4-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739U0WK

1558  LURIE-4-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X11E

1559  LURIE-5-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X0WJ

1560  LURIE-5-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X10Y

1561  LURIE-5-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739U0YF

1562  LURIE-5-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X0X5

1563  LURIE-6-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739V3C4

1564  LURIE-6-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1823X0ZD

1565  LURIE-6-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739U0XK

1566  LURIE-6-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1740X00A

1567  LURIE-7-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FCW2241D0D1

1568  LURIE-7-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1740X00B

1569  LURIE-7-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1740X00P

1570  LURIE-7-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X11K

1571  LURIE-7-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X0ZT

1572  LURIE-8-ESW-1                    | WS-C3850-24P-L             | SWITCH       | FOC1740U09N

1573  LURIE-8-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X0Z5

1574  LURIE-8-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X0XE

1575  LURIE-8-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801X0LW

1576  LURIE-8-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1745U1KY

1577  LURIE-9-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801U0ET

1578  LURIE-9-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801Y44U

1579  LURIE-9-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801Y3KL

1580  LURIE-9-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1752Y6L4

1581  LURIE-9-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1752U0RA

1582  LURIE-9-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801Y3ES

1583  LURIE-9-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801U0JE

1584  LURIE-B-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801U0P1

1585  LURIE-B-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801Y3EN

1586  LURIE-B-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1733U05H

1587  LURIE-B-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801Y66M

1588  LURIE-B-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801U0JX

1589  LURIE-B-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2225X0K3

1590  LURIE-IDF-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1833X03C

1591  LURIE-SB-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537K122

1592  LURIE-SB-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1704P07R

1593  LURIE-SB-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1519R17H

1594  LURIE-SB-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537V0B4

1595  LURIE-SB-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1632R14G

1596  LURIE-SB-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537Z0G9

1597  MAB-04-ESW-1                     | WS-C3750X-24P              | SWITCH       | FDO1536K1H9

1598  MAB-106-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1527P216

1599  MAB-4-ESW-1                      | WS-C3750X-48P              | SWITCH       | FDO1528K0E2

1600  MAB-B-ESW-1                      | WS-C3750G-24TS-1U          | SWITCH       | FOC1123Y0NG

1601  MAB-B-ESW-1                      | WS-C3750-48TS              | SWITCH       | CAT1038ZK65

1602  MAB-B-ESW-1                      | WS-C3750-48TS              | SWITCH       | CAT1035RJMM

1603  MAB-B-ESW-1                      | WS-C3750-48TS              | SWITCH       | CAT1040ZGC0

1604  MAB-B-ESW-1                      | WS-C3750-48P               | SWITCH       | CAT1043ZL48

1605  MAINLIB-1171-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1828U163

1606  MAINLIB-1171-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1828X14J

1607  MAINLIB-1171-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1828U16Z

1608  MAINLIB-1171-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1819U06U

1609  MAINLIB-1171-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1828C15E

1610  MAINLIB-1180-ESW-3               | WS-C3850-48P-L             | SWITCH       | FOC1832X1G1

1611  MAINLIB-1180-ESW-3               | WS-C3850-48P-L             | SWITCH       | FOC1832X12D

1612  MAINLIB-1180-ESW-3               | WS-C3850-48P-L             | SWITCH       | FOC1832X1EW

1613  MAINLIB-1210-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1833U04X

1614  MAINLIB-1210-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1832C1D7

1615  MAINLIB-1702-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1750X0ZA

1616  MAINLIB-1702-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1752X0D1

1617  MAINLIB-2394-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1525P1DY

1618  MAINLIB-2394-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1537K0C6

1619  MAINLIB-3189-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1644P18L

1620  MAINLIB-3394-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1833U050

1621  MAINLIB-3694-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1832C1BK

1622  MAINLIB-3694-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1832X1EV

1623  MAINLIB-3694-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1832U1EX

1624  MAINLIB-3694-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1830C009

1625  MAINLIB-3694-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1832U1DQ

1626  MAINLIB-3694-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1832C1BP

1627  MAINLIB-3694-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1832U1DT

1628  MAINLIB-3694-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1829X14N

1629  MAINLIB-3794-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1536K19V

1630  MAINLIB-3794-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1537K07L

1631  MAINLIB-3794-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1537R0YY

1632  MAINLIB-4622-ESW-1-AANDRT        | WS-C3750X-24P              | SWITCH       | FDO1536R1L7

1633  MAINLIB-5394-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1838U14M

1634  MAINLIB-5394-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1837C10M

1635  MAINLIB-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1832U167

1636  MAINLIB-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1838X15E

1637  MAINLIB-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW1838C18E

1638  MAINLIB-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1838U14V

1639  MAINLIB-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1832U1ET

1640  MAINLIB-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1832U1EG

1641  MAINLIB-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1832X1FL

1642  MAINLIB-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1832U1F0

1643  MCCORMICK-391-ESW-2              | WS-C3850-48P-L             | SWITCH       | FOC1828X0RS

1644  MCCORMICK-391-ESW-2              | WS-C3850-48P-L             | SWITCH       | FOC1751X1JF

1645  MCCORMICK-391-ESW-2              | WS-C3850-48P-L             | SWITCH       | FOC1814U08M

1646  MCCORMICK-391-ESW-2              | WS-C3850-48P-L             | SWITCH       | FOC1828U0TJ

1647  MCCORMICK-B-081-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC1833X05G

1648  MCCORMICK-B-081-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC1832X0JB

1649  MCCORMICK-B-081-ESW-1            | WS-C3850-24P-L             | SWITCH       | FOC1833X0NP

1650  MCCORMICK-B-081-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC1833U05U

1651  MCCORMICK-B-081-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW1833C04D

1652  MCCORMICK-B-081-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC1833X05H

1653  MCGAW-1-ESW-1                    | WS-C3750X-24P              | SWITCH       | FDO1438P0CE

1654  MCGAW-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1528P0GJ

1655  MCGAW-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1523V01R

1656  MCGAW-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1522P217

1657  MCGAW-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1643X2ZK

1658  MCGAW-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1523Z0HY

1659  MCGAW-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1643H2D2

1660  MCGAW-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1718P1LV

1661  MCGAW-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1522K1S0

1662  MCGAW-1232A-01B-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2142F1GF

1663  MCGAW-1232A-01B-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2232F0GF

1664  MCGAW-1232A-01B-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2219X0T6

1665  MCGAW-1232A-01B-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2001X1LB

1666  MCGAW-1232A-01B-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2219C14V

1667  MCGAW-2-316-ESW-1                | WS-C3750X-24P              | SWITCH       | FDO1519P16B

1668  MCGAW-2-316-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1522Z0K9

1669  MCGAW-2-316-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1522P20J

1670  MCGAW-2-316-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1523Z02Z

1671  MCGAW-2-316-ESW-1                | WS-C3750X-24P              | SWITCH       | FDO1522R16K

1672  MCGAW-2-316-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1642Z0F3

1673  MCGAW-2-316-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1528P0FP

1674  MCGAW-2-316-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1522K1SR

1675  MCGAW-8262-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FCW1923C199

1676  MCGAW-8262-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FCW1923D136

1677  MCGAW-8262-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FOC1923X1C4

1678  MCGAW-8262-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FCW1926D13M

1679  MCGAW-8515-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FOC2038X1D8

1680  MCGAW-8515-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FCW2038C1JK

1681  MCGAW-8515-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FCW2038F1MY

1682  MCGAW-B-SL1RM-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2039C00K

1683  MCGAW-B-SL1RM-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2038D1CF

1684  MCGAW-B-SL1RM-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2038C1VU

1685  MCGAW-B-SL1RM-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2038C1AZ

1686  MCGAW-B-SL1RM-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2038U1QL

1687  MCGAW-B-SL1RM-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2038C1JL

1688  MCGAW-B-SL1RM-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2038C194

1689  MCGAW-IDF-ESW-2                  | WS-C3750X-24P              | SWITCH       | FDO1520R03C

1690  MCGAW-M-408-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1522P22E

1691  MCGAW-M-408-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1522P20S

1692  MCGAW-M-408-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1523Z027

1693  MCGAW-M-408-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1522V1RZ

1694  MCGAW-M-408-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1523V0X3

1695  MCGAW-M-408-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1642R1SH

1696  MCGAW-M-408-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1522V1G5

1697  MCGAW-M-408-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1523V03B

1698  MCGAW-M-408-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1522K1PL

1699  MCGAW-M-408-ESW-2                | WS-C3850-48P-L             | SWITCH       | FCW1915C08W

1700  MCGAW-M-408-ESW-2                | WS-C3850-48P-L             | SWITCH       | FOC2038X1F3

1701  MCGAW-M-408-ESW-2                | WS-C3850-48P-L             | SWITCH       | FCW2039D00L

1702  MCMANUS-GARAGE-ESW-1             | WS-C3750X-24P              | SWITCH       | FDO1639Z0HF

1703  MCMANUS-GARAGE-ESW-1             | WS-C3750X-48P              | SWITCH       | FDO1629R308

1704  MCMANUS-GARAGE-ESW-2             | WS-C3850-48P-L             | SWITCH       | FOC1911U088

1705  MCMANUS-GARAGE-ESW-2             | WS-C3850-48P-L             | SWITCH       | FCW1919C05L

1706  MCMANUS-GARAGE-ESW-2             | WS-C3850-48P-L             | SWITCH       | FOC1915U0S7

1707  MCMANUS-GARAGE-ESW-3             | WS-C3750X-48P              | SWITCH       | FDO1617Z1EL

1708  MCMANUS-GARAGE-ESW-3             | WS-C3750X-48P              | SWITCH       | FDO1617V1DX

1709  MCMANUS-GARAGE-ESW-4             | WS-C3850-48P-L             | SWITCH       | FOC1923X166

1710  MCMANUS-GARAGE-ESW-4             | WS-C3850-48P-L             | SWITCH       | FOC1919U04G

1711  MCMANUS-GARAGE-ESW-4             | WS-C3850-48P-L             | SWITCH       | FOC1919U04H

1712  MCMANUS-GARAGE-ESW-5             | WS-C3750X-48P              | SWITCH       | FDO1629R2TJ

1713  MCMANUS-GARAGE-ESW-5             | WS-C3750X-48P              | SWITCH       | FDO1617V1BA

1714  MCMANUS-GARAGE-ESW-7             | WS-C3750X-48P              | SWITCH       | FDO1443R0W2

1715  MCMANUS-GARAGE-ESW-8             | WS-C3750X-48P              | SWITCH       | FDO1639H0YW

1716  MCMANUS-LAB-N-ESW-1              | WS-C3750X-48P              | SWITCH       | FDO1617P1W4

1717  MCMANUS-LAB-S-ESW-1              | WS-C3750X-48P              | SWITCH       | FDO1537V0AB

1718  MCMANUS-LAB-S-ESW-1              | WS-C3750X-48P              | SWITCH       | FDO1537V0B2

1719  MCTRIB-1-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW2142D1XP

1720  MCTRIB-2-ESW-4                   | WS-C3850-48P-L             | SWITCH       | FCW2050F08D

1721  MCTRIB-2-ESW-4                   | WS-C3850-48P-L             | SWITCH       | FCW2104D0V6

1722  MCTRIB-2-ESW-4                   | WS-C3850-48P-L             | SWITCH       | FOC2050U06D

1723  MCTRIB-2-ESW-4                   | WS-C3850-48P-L             | SWITCH       | FCW2050C09P

1724  MCTRIB-3-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW2142D1XC

1725  MCTRIB-4-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2143U0PL

