1                name               |           model            |  asset_type  | serial_number 
2473  1800SHERMAN-8802-08A-ESW-1       | 3850-STACK                 | SWITCH_STACK | FCW2219D16Q

2474  1801HNMN-134-ESW-1               | 3850-STACK                 | SWITCH_STACK | FOC1810X02B

2475  1810CHI-B-ESW-2                  | 3850-STACK                 | SWITCH_STACK | FOC1810X02N

2476  1812HNMN-B-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC2220U0A1

2477  1835HNMN-4N-ESW-1                | 3750-STACK                 | SWITCH_STACK | 0X17

2478  1838CHI-B-ESW-1                  | 3750-STACK                 | SWITCH_STACK | 0X17

2479  1841SHDN-1-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1807X08W

2480  1856ORR-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FOC1809X0X1

2481  1870ORR-B-ESW-1                  | 3750-STACK                 | SWITCH_STACK | FDO1650P16S

2482  1918SHDN-IDF-ESW-1               | 3850-STACK                 | SWITCH_STACK | 0X12

2483  1936SHDN-B-ESW-1                 | 3750-STACK                 | SWITCH_STACK | FDO1522Z0QY

2484  2020RDG-112-ESW-2                | 3850-STACK                 | SWITCH_STACK | FOC2119L1T1

2485  2020RDG-2-ESW-1                  | 3750-STACK                 | SWITCH_STACK | 0X0F

2486  2020RDG-316-ESW-1                | 3850-STACK                 | SWITCH_STACK | FOC1739X10R

2487  2020RDG-4-ESW-2                  | 3850-STACK                 | SWITCH_STACK | FOC2220X03Q

2488  2020RDG-TAPEROOM-ESW-2           | 3750-STACK                 | SWITCH_STACK | FDO1537K0CK

2489  211SUP-1-ESW-2                   | 3850-STACK                 | SWITCH_STACK | FOC1739V3C6

2490  2211CAMPUS-6106-ESW-1            | 3850-STACK                 | SWITCH_STACK | FCW2035C0F4

2491  2211CAMPUS-6106-ESW-2            | 3850-STACK                 | SWITCH_STACK | FCW2038F2B1

2492  2211CAMPUS-6280-ESW-1            | 3850-STACK                 | SWITCH_STACK | FOC2033U2EB

2493  2211CAMPUS-6280-ESW-2            | 3850-STACK                 | SWITCH_STACK | FCW2035D0GX

2494  2211CAMPUS-6306-ESW-1            | 3850-STACK                 | SWITCH_STACK | FCW2044C0HX

2495  2211CAMPUS-6306-ESW-2            | 3850-STACK                 | SWITCH_STACK | FCW2035D0H2

2496  2211CAMPUS-6414-ESW-1            | 3850-STACK                 | SWITCH_STACK | FCW2038D1AD

2497  2211CAMPUS-6414-ESW-2            | 3850-STACK                 | SWITCH_STACK | FCW2038D1CD

2498  2211CAMPUS-L090A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FCW2033D1VN

2499  2211CAMPUS-L090A-ESW-2           | 3850-STACK                 | SWITCH_STACK | FCW2033D1VH

2500  2211CAMPUS-L284-ESW-1            | 3850-STACK                 | SWITCH_STACK | FCW2035D0H8

2501  2211CAMPUS-L304-ESW-1            | 3850-STACK                 | SWITCH_STACK | FCW2035C0K4

2502  2211CAMPUS-L416-ESW-1            | 3850-STACK                 | SWITCH_STACK | FOC2035U0LL

2503  2211CAMPUS-L416-ESW-2            | 3850-STACK                 | SWITCH_STACK | FOC2039X00K

2504  2251SHDN-ATTIC-ESW-2             | 3850-STACK                 | SWITCH_STACK | FOC1748Y0L7

2505  2255CAMPUS-1101-01A-ESW-1        | 3850-STACK                 | SWITCH_STACK | FOC2220U0AK

2506  2255CAMPUS-1219-01B-ESW-1        | 3850-STACK                 | SWITCH_STACK | FOC1931X1CR

2507  2255CAMPUS-1662-01C-ESW-1        | 3850-STACK                 | SWITCH_STACK | FOC2220U06D

2508  2255CAMPUS-3601-03A-ESW-1        | 3850-STACK                 | SWITCH_STACK | FOC1753U01E

2509  2255CAMPUS-4285-04A-ESW-1        | 3850-STACK                 | SWITCH_STACK | FOC2220U08V

2510  2303SHDN-B-ESW-1                 | 3750-STACK                 | SWITCH_STACK | FDO1529P060

2511  2307SHDN-B-ESW-1                 | 3750-STACK                 | SWITCH_STACK | FDO1648P0ZR

2512  2313SHDN-B-ESW-1                 | 3750-STACK                 | SWITCH_STACK | 0X0F

2513  2321SHDN-B-ESW-1                 | 3750-STACK                 | SWITCH_STACK | 0X17

2514  2335SHDN-B-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1823U0P7

2515  2347SHDN-3-ESW-2                 | 3750-STACK                 | SWITCH_STACK | 0X12

2516  2349SHDN-2-ESW-1                 | 3850-STACK                 | SWITCH_STACK | 0X12

2517  2407SHDN-112-01A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FCW2219D14P

2518  2601ORR-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | 0X12

2519  2705ASHLAND-2004-2A-ESW-1        | 3850-STACK                 | SWITCH_STACK | FCW1839C0XX

2520  2705ASHLAND-2216-2B-ESW-1        | 3850-STACK                 | SWITCH_STACK | FOC1926X15M

2521  2705ASHLAND-3225-3B-ESW-1        | 3850-STACK                 | SWITCH_STACK | FOC2209L135

2522  2707ASHLAND-1128-01A-ESW-1       | 3850-STACK                 | SWITCH_STACK | FCW2142F1H9

2523  303EWACKER-16-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC2001X1HB

2524  321ERIE-7NE-ESW-1                | 3750-STACK                 | SWITCH_STACK | FDO1519R17G

2525  333SUP-02096-02A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FOC2225L041

2526  333SUP-03096-03A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FCW2220C03Z

2527  333SUP-04096-04A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FCW2220D064

2528  333SUP-05096-05A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FCW2209D11L

2529  333SUP-06096-06A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FOC2225L05A

2530  333SUP-06096-06A-ESW-1           | WS-C3850-48P - PROVISIONED | SWITCH_STACK | 

2531  333SUP-07096-07A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FOC2222U09T

2532  333SUP-08096-08A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FOC2223L1E8

2533  333SUP-10096-10A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FCW2106F0DK

2534  333SUP-11096-11A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FCW2120C0QV

2535  333SUP-12096-12A-ESW-1           | 3850-STACK                 | SWITCH_STACK | FOC2224X15Y

2536  333SUP-BI704-0IA-ESW-1           | 3850-STACK                 | SWITCH_STACK | FOC2209L1JU

2537  333SUP-SI703-SIA-ESW-1           | 3850-STACK                 | SWITCH_STACK | FOC2222X0H3

2538  345SUP-02-004-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC2142X1EC

2539  345SUP-04-004-ESW-1              | 3850-STACK                 | SWITCH_STACK | FCW2122C0PT

2540  345SUP-15-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FCW1818C0J0

2541  3656HALSTED-RTR                  | CISCO2911                  | SWITCH_STACK | FTX1836ALJP

2542  405CHCH-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FOC2143X0M4

2543  44MONTGMRY-18-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC2001U0Y6

2544  44MONTGMRY-RTR-1                 | CISCO2911                  | SWITCH_STACK | FTX1853AHWY

2545  555CLRK-1-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FCW2022D14E

2546  555CLRK-2-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FOC2050X04X

2547  555CLRK-3-ESW-1                  | 3750-STACK                 | SWITCH_STACK | 0X0F

2548  560LCLN-B19-ESW-1                | 3850-STACK                 | SWITCH_STACK | FOC2119U1QC

2549  560LCLN-B36-ESW-1                | 3850-STACK                 | SWITCH_STACK | FCW2050C06Y

2550  584LCLN-B-ESW-1                  | 3750-STACK                 | SWITCH_STACK | FDO1525P13E

2551  600FSTR-IDF-ESW-1                | 3850-STACK                 | SWITCH_STACK | FOC1903X0PV

2552  600LCLN-B-ESW-3                  | 3850-STACK                 | SWITCH_STACK | FOC2050U09Z

2553  616NYS-B-ESW-1                   | 3850-STACK                 | SWITCH_STACK | FOC1925X14P

2554  617DART-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FOC2142U1LU

2555  619CLRK-IDF-ESW-1                | 3850-STACK                 | SWITCH_STACK | FCW1926D12Y

2556  625CLFX-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | 0X12

2557  625MICH-11-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC2152L0LF

2558  625MICH-15-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC2039U00K

2559  625MICH-21-62A-ESW-1             | 3850-STACK                 | SWITCH_STACK | FOC2218L02X

2560  625MICH-27-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FCW2035C0GA

2561  625MICH-27-ESW-2                 | 3850-STACK                 | SWITCH_STACK | FOC2232X0SZ

2562  626UNIV-B34-ESW-1                | 3850-STACK                 | SWITCH_STACK | FCW2022F101

2563  630DART-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FCW1926D144

2564  630LCLN-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FCW2142F1FN

2565  633STCLR-19-ESW-1                | 3750-STACK                 | SWITCH_STACK | FDO1648R20S

2566  633STCLR-19-ESW-2                | 3750-STACK                 | SWITCH_STACK | FDO1704W020

2567  633STCLR-19-ESW-3                | 3850-STACK                 | SWITCH_STACK | FOC1810X0A0

2568  640EMRSN-B-ESW-1                 | 3750-STACK                 | SWITCH_STACK | FDO1526K0R4

2569  640LCLN-B-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FOC1748Y33N

2570  645MICH-1058-ESW-1               | 3750-STACK                 | SWITCH_STACK | FDO1537R0PM

2571  645MICH-1058-ESW-2               | 3850-STACK                 | SWITCH_STACK | FOC2038U1DD

2572  645MICH-11-ESW-7                 | 3850-STACK                 | SWITCH_STACK | FOC2038U1DH

2573  645MICH-4-ESW-2                  | 3750-STACK                 | SWITCH_STACK | FDO1537R0ZS

2574  645MICH-6-ESW-2                  | 3850-STACK                 | SWITCH_STACK | FOC2001U1J4

2575  645MICH-900-ESW-1                | 3850-STACK                 | SWITCH_STACK | FCW2022C1K2

2576  676STCLR-12-ESW-2                | 3850-STACK                 | SWITCH_STACK | FOC1743X0MY

2577  676STCLR-5-ESW-2                 | 3850-STACK                 | SWITCH_STACK | FCW2042C1U8

2578  680LSD-1100-ESW-1                | 3850-STACK                 | SWITCH_STACK | FCW2038F1LP

2579  680LSD-14-151-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC2038U1DN

2580  680LSD-15-536A-ESW-1             | 3750-STACK                 | SWITCH_STACK | FDO1629R2TN

2581  710EMRSN-B-ESW-1                 | 3750-STACK                 | SWITCH_STACK | 0X17

2582  711UNIV-B-ESW-2                  | 3850-STACK                 | SWITCH_STACK | FCW1933D19L

2583  720EMRSN-B-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1747X0UV

2584  720UNIV-B-ESW-3                  | 3850-STACK                 | SWITCH_STACK | FOC1748Y315

2585  750NLSD-10-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1848X0HY

2586  750NLSD-10-ESW-2                 | 3850-STACK                 | SWITCH_STACK | FOC1848X0J6

2587  750NLSD-12-190-ESW-1             | 3850-STACK                 | SWITCH_STACK | FCW2022C1JZ

2588  750NLSD-4WEST-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC1901X19R

2589  750NLSD-5WEST-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC1901X18K

2590  750NLSD-6EAST-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC2022X1C3

2591  750NLSD-6WEST-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC1901X183

2592  750NLSD-7EAST-ESW-2              | 3850-STACK                 | SWITCH_STACK | FCW2035D0DT

2593  750NLSD-7WEST-ESW-2              | 3750-STACK                 | SWITCH_STACK | FDO1527K1RD

2594  750NLSD-8-897-ESW-1              | 3850-STACK                 | SWITCH_STACK | FOC1901U16V

2595  750NLSD-9-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FOC1838X11U

2596  750NLSD-B70-ESW-1                | 3850-STACK                 | SWITCH_STACK | FOC1815U10L

2597  910UNIV-IDF-ESW-2                | 3850-STACK                 | SWITCH_STACK | FCW2142D1YW

2598  ABBT-10-ESW-3                    | 3850-STACK                 | SWITCH_STACK | FOC1829U1AK

2599  ABBT-11-ESW-1                    | 3850-STACK                 | SWITCH_STACK | FCW2142F1GD

2600  ABBT-12-ESW-1                    | 3850-STACK                 | SWITCH_STACK | FOC1740X00L

2601  ABBT-13-ESW-1                    | 3850-STACK                 | SWITCH_STACK | FOC2142U1M3

2602  ABBT-14-ESW-1                    | 3850-STACK                 | SWITCH_STACK | FOC2143L001

2603  ABBT-15-ESW-1                    | 3850-STACK                 | SWITCH_STACK | FOC2001X10Z

2604  ABBT-3-ESW-1                     | 3750-STACK                 | SWITCH_STACK | FDO1707Z1HL

2605  ABBT-4-ESW-1                     | 3750-STACK                 | SWITCH_STACK | FDO1813P1L5

2606  ABBT-5WEST-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1931U0KC

2607  ABBT-6-ESW-1                     | 3750-STACK                 | SWITCH_STACK | FDO1522P21B

2608  ABBT-7-ESW-1                     | 3750-STACK                 | SWITCH_STACK | FDO1648Z32Q

2609  ABBT-8-ESW-1                     | 3750-STACK                 | SWITCH_STACK | FDO1522P18X

2610  ABBT-9-ESW-1                     | 3750-STACK                 | SWITCH_STACK | FDO1525P175

2611  ABBT-B-ESW-1                     | 3750-STACK                 | SWITCH_STACK | FDO1522R15N

2612  ABBT-MDF-ESW-1                   | 3850-STACK                 | SWITCH_STACK | FOC1824X03T

2613  ALLEN-138-ESW-2                  | 3850-STACK                 | SWITCH_STACK | FOC2143X0GR

2614  ALLEN-158-ESW-2                  | 3850-STACK                 | SWITCH_STACK | FOC1748U123

2615  ALLEN-221-ESW-1                  | 3750-STACK                 | SWITCH_STACK | FDO1524P1SM

2616  ALLEN-240-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FOC1807U0RS

2617  ALLEN-2ADMIN-ESW-1               | 3850-STACK                 | SWITCH_STACK | FOC1807U0PS

2618  ALLEN-2ELEC-ESW-1                | 3850-STACK                 | SWITCH_STACK | FCW2220D05F

2619  ALLEN-4E-ESW-1                   | 3750-STACK                 | SWITCH_STACK | FDO1525R0V1

2620  ALLEN-IDF-ESW-6                  | 3750-STACK                 | SWITCH_STACK | 0X0F

2621  ALLEN-MECHRM-317-ESW-2           | 3750-STACK                 | SWITCH_STACK | FDO1525P16K

2622  ALLEN-MECHRM-376-ESW-1           | 3850-STACK                 | SWITCH_STACK | FOC1807U0PT

2623  ALLSN-1E-ESW-1                   | 3850-STACK                 | SWITCH_STACK | FOC1740X08Z

2624  ALLSN-1E-ESW-2                   | 3850-STACK                 | SWITCH_STACK | FOC2001U1D3

2625  ALLSN-1W-ESW-1                   | 3750-STACK                 | SWITCH_STACK | 0X17

2626  ALLSN-3E-ESW-1                   | 3750-STACK                 | SWITCH_STACK | 0X17

2627  ALLSN-3W-ESW-1                   | 3750-STACK                 | SWITCH_STACK | 0X17

2628  ALLSN-IDF-ESW-2                  | 3850-STACK                 | SWITCH_STACK | FOC2220U09P

2629  ANNBRG-129-ESW-1                 | 3750-STACK                 | SWITCH_STACK | FDO1537P0F4

2630  ANNBRG-228-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1801U0KN

2631  ANNBRG-325-ESW-2                 | 3850-STACK                 | SWITCH_STACK | FOC1801X15L

2632  ANNBRG-325-ESW-3                 | 3850-STACK                 | SWITCH_STACK | FOC1801U0KH

2633  ANNBRG-G19-ESW-2                 | 3850-STACK                 | SWITCH_STACK | FOC1801Y3KP

2634  ANNMAY-IDF-ESW-1                 | 3850-STACK                 | SWITCH_STACK | FOC1801U0JU

2635  BIENEN-2150B-ESW-1               | 3850-STACK                 | SWITCH_STACK | FOC1807U0PY

2636  BIENEN-4150B-ESW-1               | 3850-STACK                 | SWITCH_STACK | FOC1828U0R1

2637  BIRL-1-ESW-1                     | 3850-STACK                 | SWITCH_STACK | FOC2038U1CG

2638  BIRL-4-ESW-1                     | 3850-STACK                 | SWITCH_STACK | FOC2143X0NE

2639  BIRL-5-ESW-1                     | 3850-STACK                 | SWITCH_STACK | FOC2038X23Z

2640  BIRL-6-ESW-1                     | 3850-STACK                 | SWITCH_STACK | FCW1903C0JC

2641  BLOCK-IDF-ESW-1                  | 3850-STACK                 | SWITCH_STACK | FCW2050D09E

2642  BOBB-223-ESW-1                   | 3750-STACK                 | SWITCH_STACK | 0X12

2643  BOBB-2A-ESW-1                    | 3750-STACK                 | SWITCH_STACK | 0X17

2644  BOBB-2B-ESW-1                    | 3750-STACK                 | SWITCH_STACK | 0X17

2645  BOBB-4A-ESW-1                    | 3750-STACK                 | SWITCH_STACK | 0X17

2646  BOBB-4B-ESW-1                    | 3750-STACK                 | SWITCH_STACK | 0X17

2647  BRTN-111-ESW-1                   | 3850-STACK                 | SWITCH_STACK | FOC2209L11W
