               name               |           model            |  asset_type  | serial_number 
 625MICH-11-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2219X0XH
 625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2001X1MT
 625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2001U1DL
 625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2001U1AU
 625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2001D15F
 625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2001U1D9
 625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2001F0SU
 625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1930X0EW
 625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2035F0D9
 625MICH-15-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2039U00K
 625MICH-15-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FCW2022C1K6
 625MICH-21-62A-ESW-1             | WS-C3850-48P-L             | SWITCH       | FOC2218L02X
 625MICH-21-62A-ESW-1             | WS-C3850-48P-L             | SWITCH       | FCW2220C03D
 625MICH-21-62A-ESW-1             | WS-C3850-48P-L             | SWITCH       | FCW2241D0D5
 625MICH-21-62A-ESW-1             | WS-C3850-48P-L             | SWITCH       | FOC2225L05H
 625MICH-27-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC2102X0CN
 625MICH-27-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2035C0GA
 625MICH-27-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2101D1JH
 625MICH-27-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2033D1VM
 625MICH-27-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW2101C1LN
 625MICH-27-ESW-2                 | WS-C3850-24XS-S            | SWITCH       | FOC2231L1XV
 625MICH-27-ESW-2                 | WS-C3850-24XS-S            | SWITCH       | FOC2232X0SZ
 625NYS-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW2142D1YY
 625UNIV-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1740X00Q
 626LIB-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1739X11U
 626UNIV-B34-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2033C1FD
 626UNIV-B34-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1926U152
 626UNIV-B34-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2033U1HA
 626UNIV-B34-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2022F101
 627DART-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1739U0Y5
 629NYS-B-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1739U0XU
 630CLINTON-106A-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2209L1KB
 630DART-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1926D144
 630DART-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1923D12W
 630LCLN-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2209D11G
 630LCLN-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2209U16N
 630LCLN-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2142F1FN
 633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1642Z0FC
 633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648R28H
 633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648X2JC
 633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648X2JP
 633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648R20S
 633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648Z33L
 633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648Z31S
 633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648Z2Y5
 633STCLR-19-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1648R38L
 633STCLR-19-ESW-2                | WS-C3750X-48P              | SWITCH       | FDO1642R1TC
 633STCLR-19-ESW-2                | WS-C3750X-48P              | SWITCH       | FDO1537Z06A
 633STCLR-19-ESW-2                | WS-C3750X-48P              | SWITCH       | FDO1704W020
 633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1803U0AB
 633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1810Y0KU
 633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1807X0S9
 633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1818U14P
 633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1818X15S
 633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1752X0EV
 633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1810U0BL
 633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1810X0A0
 633STCLR-19-ESW-3                | WS-C3850-48P-L             | SWITCH       | FOC1810U0MT
 636EMRSN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1629Z2LB
 637UNIV-B-ESW-1                  | WS-C3850-24P-L             | SWITCH       | FJB2331H0NA
 640CLFX-1-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2050C076
 640EMRSN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1648P10V
 640EMRSN-B-ESW-1                 | WS-C3750X-24P              | SWITCH       | FDO1526K0R4
 640HVN-B-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1536K1FL
 640LCLN-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1820C0GF
 640LCLN-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1748Y33N
 644HVN-B-ESW-1                   | CISCOCATALYST3560CX8PCS    | SWITCH       | FOC2036Z4YT
 645MICH-1058-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1537R0PM
 645MICH-1058-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1648Z1G9
 645MICH-1058-ESW-2               | WS-C3850-48P-L             | SWITCH       | FCW2037F10B
 645MICH-1058-ESW-2               | WS-C3850-48P-L             | SWITCH       | FOC2038U1DD
 645MICH-11-ESW-7                 | WS-C3850-48P-L             | SWITCH       | FCW2038C1C8
 645MICH-11-ESW-7                 | WS-C3850-48P-L             | SWITCH       | FOC2038X1EU
 645MICH-11-ESW-7                 | WS-C3850-48P-L             | SWITCH       | FCW2038D1CP
 645MICH-11-ESW-7                 | WS-C3850-48P-L             | SWITCH       | FOC2038U1DH
 645MICH-11-ESW-7                 | WS-C3850-48P-L             | SWITCH       | FOC2038U1AD
 645MICH-11-ESW-7                 | WS-C3850-48P-L             | SWITCH       | FCW2038D195
 645MICH-4-ESW-2                  | WS-C3750X-48P              | SWITCH       | FDO1537R0ZS
 645MICH-4-ESW-2                  | WS-C3750X-24P              | SWITCH       | FDO1602K0NM
 645MICH-5-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2039D00N
 645MICH-6-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FCW2001C1G1
 645MICH-6-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC2001X1E0
 645MICH-6-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC2001U1J4
 645MICH-7-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1645P1HQ
 645MICH-7-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC2039X00J
 645MICH-900-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2022C1K2
 645MICH-900-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC2001U1A5
 645MICH-900-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW1834C0L8
 645MICH-900-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1834X0KS
 676STCLR-12-ESW-2                | WS-C3850-48P-L             | SWITCH       | FOC1733X07H
 676STCLR-12-ESW-2                | WS-C3850-48P-L             | SWITCH       | FOC1733U027
 676STCLR-12-ESW-2                | WS-C3850-48P-L             | SWITCH       | FOC1834U0LQ
 676STCLR-12-ESW-2                | WS-C3850-48P-L             | SWITCH       | FOC1733U09P
 676STCLR-12-ESW-2                | WS-C3850-48P-L             | SWITCH       | FOC1733U08T
 676STCLR-12-ESW-2                | WS-C3850-24P-L             | SWITCH       | FOC1743X0MY
 676STCLR-14-ESW-1                | WS-C3750X-24P              | SWITCH       | FDO1526P0W3
 676STCLR-19-ESW-1                | WS-C3750X-24P              | SWITCH       | FDO1630R2T5
 676STCLR-5-ESW-2                 | WS-C3850-12S-S             | SWITCH       | FCW2042F2C2
 676STCLR-5-ESW-2                 | WS-C3850-12S-S             | SWITCH       | FCW2042C1U8
 676STCLR-6-ESW-1                 | WS-C3850-24P-L             | SWITCH       | FOC1743X1B1
 680LSD-1-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2106U0SB
 680LSD-1100-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2038F1LP
 680LSD-1100-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2038D19E
 680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2001U142
 680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2001X1H6
 680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2038U1DT
 680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2001U1B3
 680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2037C0HX
 680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2001U1DP
 680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1951X06U
 680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2001U193
 680LSD-14-151-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2038U1DN
 680LSD-15-536A-ESW-1             | WS-C3750X-48P              | SWITCH       | FDO1629R2TN
 680LSD-15-536A-ESW-1             | WS-C3750X-48P              | SWITCH       | FDO1643X2XZ
 680LSD-15-536A-ESW-1             | WS-C3750X-48P              | SWITCH       | FDO1537K0QH
 680LSD-15-536A-ESW-1             | WS-C3750X-48P              | SWITCH       | FDO1527P213
 680LSD-15-536A-ESW-1             | WS-C3750X-48P              | SWITCH       | FDO1629P1EU
 680LSD-15-536A-ESW-1             | WS-C3750X-48P              | SWITCH       | FDO1629R31F
 680LSD-15-536A-ESW-2             | WS-C3850-12X48U-L          | SWITCH       | FOC2229X1A3
 700UNIV-1-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2120L0L1
 701UNIV-B-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FCW1931D1J7
 710EMRSN-B-ESW-1                 | WS-C3750X-48P              | SWITCH       | FDO1648X1HM
 710EMRSN-B-ESW-1                 | WS-C3750X-24P              | SWITCH       | FDO1642P19U
 711UNIV-B-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FCW1931D1HF
 711UNIV-B-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FCW1933D19L
 717UNIV-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2033U2E5
 720EMRSN-B-ESW-1                 | WS-C3850-24P-L             | SWITCH       | FOC1747X0UV
 720EMRSN-B-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1803U124
 720UNIV-B-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FOC1750X0ZX
 720UNIV-B-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FOC1752X0QB
 720UNIV-B-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FOC1750U10G
 720UNIV-B-ESW-3                  | WS-C3850-24P-L             | SWITCH       | FOC1748Y315
 720UNIV-B-ESW-3                  | WS-C3850-48P-L             | SWITCH       | FOC1750U10A
 721UNIV-B-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2143U0NW
 750NLSD-1-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW2050D09K
 750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1848X0HY
 750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1907U0K0
 750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW1852C1FK
 750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW1907C0JF
 750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1903U0PT
 750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1907X0JF
 750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FCW1903C04E
 750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1907U0K3
 750NLSD-10-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1848U0FU
 750NLSD-10-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1848X0J6
 750NLSD-10-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1848U0GN
 750NLSD-10-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1848U0FW
 750NLSD-10-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1903X0P7
 750NLSD-10-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1848U0FM
 750NLSD-10-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1931U1P7
 750NLSD-10-ESW-2                 | WS-C3850-48P-L             | SWITCH       | FOC1852X1HC
 750NLSD-12-190-ESW-1             | WS-C3850-48P-L             | SWITCH       | FOC1903U0MD
 750NLSD-12-190-ESW-1             | WS-C3850-48P-L             | SWITCH       | FOC1903U0M5
 750NLSD-12-190-ESW-1             | WS-C3850-48P-L             | SWITCH       | FCW1903C00P
 750NLSD-12-190-ESW-1             | WS-C3850-48P-L             | SWITCH       | FCW1903C04B
 750NLSD-12-190-ESW-1             | WS-C3850-48P-L             | SWITCH       | FOC1903X06N
 750NLSD-12-190-ESW-1             | WS-C3850-48P-L             | SWITCH       | FCW2022C1JZ
 750NLSD-4WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1901X19R
 750NLSD-4WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1903X0L3
 750NLSD-4WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1903U0MC
 750NLSD-4WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW1903D0DE
 750NLSD-4WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1903U00Q
 750NLSD-5WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1835U0LD
 750NLSD-5WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1901X18K
 750NLSD-6EAST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2022X1C3
 750NLSD-6EAST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW1901C0R2
 750NLSD-6EAST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1901X19N
 750NLSD-6WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW1901D044
 750NLSD-6WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1901X183
 750NLSD-6WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW1901D04S
 750NLSD-6WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1901X17J
 750NLSD-6WEST-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2001D0T7
 750NLSD-7EAST-ESW-2              | WS-C3850-48P-L             | SWITCH       | FCW2050C04T
 750NLSD-7EAST-ESW-2              | WS-C3850-48P-L             | SWITCH       | FCW2035D0DT
 750NLSD-7WEST-ESW-2              | WS-C3750X-48P              | SWITCH       | FDO1537V0AD
 750NLSD-7WEST-ESW-2              | WS-C3750X-48P              | SWITCH       | FDO1528K0DW
 750NLSD-7WEST-ESW-2              | WS-C3750X-48P              | SWITCH       | FDO1645P0L2
 750NLSD-7WEST-ESW-2              | WS-C3750X-48P              | SWITCH       | FDO1527K1RD
 750NLSD-8-897-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW1838C1EB
 750NLSD-8-897-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1901U19C
 750NLSD-8-897-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2106U0JC
 750NLSD-8-897-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1901U16V
 750NLSD-8-897-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW1901C151
 750NLSD-8-897-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW1838C1DY
 750NLSD-8-897-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC1835U1UF
 750NLSD-9-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1838X11U
 750NLSD-9-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1835C1XD
 750NLSD-9-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1834C0LW
 750NLSD-9-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1835U1V4
 750NLSD-9-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FCW1848C0GW
 750NLSD-9-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1838X153
 750NLSD-B70-ESW-1                | WS-C3850-24P-L             | SWITCH       | FOC1820U1E8
 750NLSD-B70-ESW-1                | WS-C3850-24P-L             | SWITCH       | FOC1815U10L
 800ELGIN-2RAMP-ESW-1             | WS-C3850-24P-L             | SWITCH       | FOC1923X0TT
 906UNIV-1-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC2142X1DV
 910UNIV-IDF-ESW-2                | WS-C3850-48P-L             | SWITCH       | FCW2142D1YW
 910UNIV-IDF-ESW-2                | WS-C3850-48P-L             | SWITCH       | FCW2142D1YU
 AANDRSN-103D-ESW-4               | WS-C3750X-48P              | SWITCH       | FDO1545R1FY
 AANDRSN-526-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1537Z06E
 AANDRSN-IDF-ESW-1                | WS-C3750X-24P              | SWITCH       | FDO1522R16Q
 ABBT-1-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FCW2142F1F1
 ABBT-10-ESW-3                    | WS-C3850-48P-L             | SWITCH       | FOC1829U1AK
 ABBT-10-ESW-3                    | WS-C3850-48P-L             | SWITCH       | FCW1831C0NV
 ABBT-11-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FCW2142F1GD
 ABBT-11-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FCW2035C0K5
 ABBT-12-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1740X00L
 ABBT-12-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X11Q
 ABBT-13-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2143X0NJ
 ABBT-13-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2142U1M3
 ABBT-13-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FCW2142C1T8
 ABBT-13-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2142U1MQ
 ABBT-14-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2143L001
 ABBT-14-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FCW2142F1GW
 ABBT-15-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FCW1928D02D
 ABBT-15-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FCW1823C13W
 ABBT-15-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FCW1931C1N7
 ABBT-15-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2106U0SF
 ABBT-15-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2001X10Z
 ABBT-15-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1910U1JK
 ABBT-234-021515-ESW-1-UP         | WS-C3850-24P-L             | SWITCH       | FOC1923X06X
 ABBT-234-021522-ESW-1-UP         | WS-C3850-24P-L             | SWITCH       | FOC1823X177
 ABBT-234-021522-ESW-2-UP         | WS-C3850-24P-L             | SWITCH       | FOC1747X0UP
 ABBT-242-020815-ESW-1            | WS-C3850-24P-L             | SWITCH       | FOC1923X0AK
 ABBT-242-020815-ESW-2            | WS-C3850-24P-L             | SWITCH       | FOC1923X0A8
 ABBT-242-020815-ESW-3-SBC        | WS-C3750X-12S              | SWITCH       | FDO2042F153
 ABBT-3-ESW-1                     | WS-C3750X-24P              | SWITCH       | FDO1630P1D4
 ABBT-3-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1537R100
 ABBT-3-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1707Z1HL
 ABBT-3-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1653W0FW
 ABBT-4-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1813P1L5
 ABBT-4-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1537V0A8
 ABBT-4-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1522P20Q
 ABBT-4-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1718P1CB
 ABBT-5WEST-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1736U02N
 ABBT-5WEST-ESW-1                 | WS-C3850-48P-L             | SWITCH       | FOC1931U0KC
 ABBT-6-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1522P21B
 ABBT-6-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1522V1RQ
 ABBT-6-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1523Z030
 ABBT-6-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1525K11Q
 ABBT-7-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1518R037
 ABBT-7-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1648Z32Q
 ABBT-7-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1517R0HH
 ABBT-7-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1517Z0HN
 ABBT-8-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1522P20K
 ABBT-8-ESW-1                     | WS-C3750X-24P              | SWITCH       | FDO1522P18X
 ABBT-8-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1527K1PX
 ABBT-9-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1517R0KC
 ABBT-9-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1518P05C
 ABBT-9-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1525P175
 ABBT-B-ESW-1                     | WS-C3750X-24P              | SWITCH       | FDO1522R15N
 ABBT-B-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1522V1RS
 ABBT-MDF-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1833U062
 ABBT-MDF-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1838C18D
 ABBT-MDF-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1824X03T
 ABBT-MDF-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW1832C15J
 ABBT-MDF-ESW-2                   | CISCOCATALYST2912LRE       | SWITCH       | CAM0624Y01A
 ABBT-MDF-ESW-5                   | WS-C3850-48P-L             | SWITCH       | FOC2142U1LQ
 ABBT-TECH-ESW-1                  | WS-C3750-48P               | SWITCH       | CAT1125ZJM0
 ALLEN-138-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1811U058
 ALLEN-138-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1748Y5TD
 ALLEN-138-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC2143X0GR
 ALLEN-158-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1749X0A5
 ALLEN-158-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1748U123
 ALLEN-158-ESW-2                  | WS-C3850-48P-L             | SWITCH       | FOC1748U12E
 ALLEN-221-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1524P1SM
 ALLEN-221-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1525P178
 ALLEN-221-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537Z06D
 ALLEN-221-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1525K0WK
 ALLEN-240-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1748U130
 ALLEN-240-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1807U0RS
 ALLEN-240-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1807Y5H2
 ALLEN-2ADMIN-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1807U0PS
 ALLEN-2ADMIN-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1813X04G
 ALLEN-2ELEC-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW2220D05F
 ALLEN-2ELEC-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW1924D0QT
 ALLEN-4E-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525V0EU
 ALLEN-4E-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1525R0V1
 ALLEN-IDF-ESW-6                  | WS-C3750X-48P              | SWITCH       | FDO1525V0E7
 ALLEN-IDF-ESW-6                  | WS-C3750X-48P              | SWITCH       | FDO1525K0N2
 ALLEN-MECHRM-317-ESW-2           | WS-C3750X-24P              | SWITCH       | FDO1525V06V
 ALLEN-MECHRM-317-ESW-2           | WS-C3750X-48P              | SWITCH       | FDO1525P16K
 ALLEN-MECHRM-317-ESW-2           | WS-C3750X-48P              | SWITCH       | FDO1525P1E0
 ALLEN-MECHRM-376-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC1807X0RG
 ALLEN-MECHRM-376-ESW-1           | WS-C3850-48P-L             | SWITCH       | FOC1807U0PT
 ALLSN-1E-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1803U0AS
 ALLSN-1E-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC1803U0AT
 ALLSN-1E-ESW-1                   | WS-C3850-24P-L             | SWITCH       | FOC1740X08Z
 ALLSN-1E-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FOC2219U1E7
 ALLSN-1E-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FOC2001U1D3
 ALLSN-1W-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1649H2J2
 ALLSN-1W-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1629V0XT
 ALLSN-1W-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1652R1N0
 ALLSN-1W-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1648X1HJ
 ALLSN-3E-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1649X0W4
 ALLSN-3E-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1705W190
 ALLSN-3E-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1649H2HB
 ALLSN-3W-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1649Z2LJ
 ALLSN-3W-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1649H2J6
 ALLSN-3W-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1648H2QS
