               name               |           model            |  asset_type  | serial_number 
 KRESGE-4341-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1832X1ES
 KRESGE-ROCK-ESW-1                | CISCOIE20004TSGB           | SWITCH       | FDO2102T1H3
 KRESGEUG-120-ESW-1               | WS-C3750X-24P              | SWITCH       | FDO1536K1G0
 LAKEFRONT-CALLBOX1-ESW-1         | CISCOIE20004TSGB           | SWITCH       | FDO1710T0DJ
 LAKEFRONT-CALLBOX2-ESW-1         | CISCOIE20004TSGB           | SWITCH       | FDO2213T02K
 LAKEFRONT-CALLBOX3-ESW-1         | CISCOIE20004TSGB           | SWITCH       | FDO2007T08B
 LAKEFRONT-CALLBOX4-ESW-1         | CISCOIE20004TSGB           | SWITCH       | FDO2007T083
 LAKEFRONT-CALLBOX5-ESW-1         | CISCOIE20004TSGB           | SWITCH       | FDO2012U0BQ
 LAKEFRONT-CALLBOX6-ESW-1         | CISCOIE20004TSGB           | SWITCH       | FDO2215T0LC
 LEV-2109B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537V0A6
 LEV-2109B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537R0ZL
 LEV-2109B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537K0K9
 LEV-2109B-ESW-1                  | WS-C3750X-48P              | SWITCH       | FDO1537K0D1
 LEV-607A-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525P1DZ
 LEV-G158-0G0105-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC1925X14U
 LEV-G158-0G0108-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2104F14F
 LEV-G158-0G0117-ESW-1            | WS-C3850-24P-L             | SWITCH       | FOC1919U0W5
 LEV-G158-0G0208-ESW-3-SBC        | WS-C3750X-12S              | SWITCH       | FDO1746Z3FC
 LEV-G158-0G0E12-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW1903D0DF
 LEV-G158-0G0E12-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC1902U1HP
 LEV-G158-0G0E12-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW1903C04P
 LEV-G158-0G0E12-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC1740X00K
 LEV-G158-0G0E12-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW1903C0L9
 LEV-G158-0G0E12-ESW-2            | WS-C3850-48P-L             | SWITCH       | FCW2219D13V
 LEV-G40B-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525V0EC
 LEV-G40B-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525V0EG
 LEV-G40B-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525P1DV
 LEV-G40B-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525P1DX
 LEV-G40B-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1525R11X
 LEV-G40B-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537R0QZ
 LEV-MDF-ESW-2                    | WS-C3750X-24P              | SWITCH       | FDO1536R1M1
 LEVY-124-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FOC1739X11D
 LEVY-124-ESW-2                   | WS-C3850-48P-L             | SWITCH       | FCW2143C0R5
 LEVY-210-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FOC1739U0XR
 LEVY-210-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FOC1903X04S
 LEVY-210-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FCW1903C0JE
 LEVY-210-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FOC1739X10G
 LEVY-210-ESW-3                   | WS-C3850-48P-L             | SWITCH       | FOC1739U0XV
 LIND-4-ESW-1                     | WS-C3750X-24P              | SWITCH       | FDO1536R1M4
 LIND-4-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1650P19N
 LOCY-B-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1629R4PR
 LOCY-B-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1525K11S
 LOCY-B-ESW-1                     | WS-C3750X-24P              | SWITCH       | FDO1536R1K6
 LOCY-B-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1530K1FN
 LOCY-B-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1525P13D
 LOCY-B-ESW-1                     | WS-C3750X-48P              | SWITCH       | FDO1525V0DQ
 LOUIS-1-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2035X0H6
 LOUIS-1-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FCW2033C2AM
 LOUIS-1-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2035U0LJ
 LOUIS-1-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2033U2DV
 LOUIS-1-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FCW2035C0K3
 LUNT-2-ESW-2                     | WS-C3750X-48P              | SWITCH       | FDO1525Z094
 LUNT-2-ESW-2                     | WS-C3750X-48P              | SWITCH       | FDO1537V0B1
 LUNT-B-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1807U0QK
 LUNT-B-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1803U14E
 LUNT-B-ESW-1                     | WS-C3850-48P-L             | SWITCH       | FOC1821X08W
 LURIE-1-ESW-2                    | WS-C3850-24P-L             | SWITCH       | FOC1740X08X
 LURIE-1-ESW-2                    | WS-C3850-48P-L             | SWITCH       | FOC2225L05L
 LURIE-1-ESW-2                    | WS-C3850-48P-L             | SWITCH       | FOC2225L1C5
 LURIE-1-ESW-2                    | WS-C3850-48P-L             | SWITCH       | FOC2024X07G
 LURIE-1-ESW-2                    | WS-C3850-48P-L             | SWITCH       | FOC1739U0W9
 LURIE-1-ESW-2                    | WS-C3850-48P-L             | SWITCH       | FOC1740U00A
 LURIE-10-101-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1748X0BA
 LURIE-10-101-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1740X00C
 LURIE-10-101-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1739U0Y9
 LURIE-10-101-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1739U0WQ
 LURIE-10-101-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1739U0U6
 LURIE-10-101-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1810Y1DD
 LURIE-11-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2142X1DT
 LURIE-11-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FOC2142U1M2
 LURIE-11-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW2142F1GM
 LURIE-11-ESW-1                   | WS-C3850-48P-L             | SWITCH       | FCW2106F0Z2
 LURIE-3-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739V3C3
 LURIE-3-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X10M
 LURIE-3-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FJB2332H0RH
 LURIE-3-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1730V1P0
 LURIE-4-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739U0YJ
 LURIE-4-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X0ZM
 LURIE-4-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739U0WK
 LURIE-4-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X11E
 LURIE-5-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X0WJ
 LURIE-5-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X10Y
 LURIE-5-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739U0YF
 LURIE-5-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X0X5
 LURIE-6-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739V3C4
 LURIE-6-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1823X0ZD
 LURIE-6-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739U0XK
 LURIE-6-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1740X00A
 LURIE-7-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FCW2241D0D1
 LURIE-7-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1740X00B
 LURIE-7-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1740X00P
 LURIE-7-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X11K
 LURIE-7-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X0ZT
 LURIE-8-ESW-1                    | WS-C3850-24P-L             | SWITCH       | FOC1740U09N
 LURIE-8-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X0Z5
 LURIE-8-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1739X0XE
 LURIE-8-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801X0LW
 LURIE-8-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1745U1KY
 LURIE-9-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801U0ET
 LURIE-9-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801Y44U
 LURIE-9-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801Y3KL
 LURIE-9-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1752Y6L4
 LURIE-9-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1752U0RA
 LURIE-9-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801Y3ES
 LURIE-9-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801U0JE
 LURIE-B-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801U0P1
 LURIE-B-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801Y3EN
 LURIE-B-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1733U05H
 LURIE-B-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801Y66M
 LURIE-B-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC1801U0JX
 LURIE-B-ESW-1                    | WS-C3850-48P-L             | SWITCH       | FOC2225X0K3
 LURIE-IDF-ESW-1                  | WS-C3850-48P-L             | SWITCH       | FOC1833X03C
 LURIE-SB-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537K122
 LURIE-SB-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1704P07R
 LURIE-SB-ESW-1                   | WS-C3750X-24P              | SWITCH       | FDO1519R17H
 LURIE-SB-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537V0B4
 LURIE-SB-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1632R14G
 LURIE-SB-ESW-1                   | WS-C3750X-48P              | SWITCH       | FDO1537Z0G9
 MAB-04-ESW-1                     | WS-C3750X-24P              | SWITCH       | FDO1536K1H9
 MAB-106-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1527P216
 MAB-4-ESW-1                      | WS-C3750X-48P              | SWITCH       | FDO1528K0E2
 MAB-B-ESW-1                      | WS-C3750G-24TS-1U          | SWITCH       | FOC1123Y0NG
 MAB-B-ESW-1                      | WS-C3750-48TS              | SWITCH       | CAT1038ZK65
 MAB-B-ESW-1                      | WS-C3750-48TS              | SWITCH       | CAT1035RJMM
 MAB-B-ESW-1                      | WS-C3750-48TS              | SWITCH       | CAT1040ZGC0
 MAB-B-ESW-1                      | WS-C3750-48P               | SWITCH       | CAT1043ZL48
 MAINLIB-1171-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1828U163
 MAINLIB-1171-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1828X14J
 MAINLIB-1171-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1828U16Z
 MAINLIB-1171-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1819U06U
 MAINLIB-1171-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1828C15E
 MAINLIB-1180-ESW-3               | WS-C3850-48P-L             | SWITCH       | FOC1832X1G1
 MAINLIB-1180-ESW-3               | WS-C3850-48P-L             | SWITCH       | FOC1832X12D
 MAINLIB-1180-ESW-3               | WS-C3850-48P-L             | SWITCH       | FOC1832X1EW
 MAINLIB-1210-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1833U04X
 MAINLIB-1210-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1832C1D7
 MAINLIB-1702-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1750X0ZA
 MAINLIB-1702-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1752X0D1
 MAINLIB-2394-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1525P1DY
 MAINLIB-2394-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1537K0C6
 MAINLIB-3189-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1644P18L
 MAINLIB-3394-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1833U050
 MAINLIB-3694-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1832C1BK
 MAINLIB-3694-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1832X1EV
 MAINLIB-3694-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1832U1EX
 MAINLIB-3694-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1830C009
 MAINLIB-3694-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1832U1DQ
 MAINLIB-3694-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1832C1BP
 MAINLIB-3694-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1832U1DT
 MAINLIB-3694-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1829X14N
 MAINLIB-3794-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1536K19V
 MAINLIB-3794-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1537K07L
 MAINLIB-3794-ESW-1               | WS-C3750X-48P              | SWITCH       | FDO1537R0YY
 MAINLIB-4622-ESW-1-AANDRT        | WS-C3750X-24P              | SWITCH       | FDO1536R1L7
 MAINLIB-5394-ESW-1               | WS-C3850-48P-L             | SWITCH       | FOC1838U14M
 MAINLIB-5394-ESW-1               | WS-C3850-48P-L             | SWITCH       | FCW1837C10M
 MAINLIB-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1832U167
 MAINLIB-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1838X15E
 MAINLIB-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FCW1838C18E
 MAINLIB-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1838U14V
 MAINLIB-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1832U1ET
 MAINLIB-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1832U1EG
 MAINLIB-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1832X1FL
 MAINLIB-IDF-ESW-1                | WS-C3850-48P-L             | SWITCH       | FOC1832U1F0
 MCCORMICK-391-ESW-2              | WS-C3850-48P-L             | SWITCH       | FOC1828X0RS
 MCCORMICK-391-ESW-2              | WS-C3850-48P-L             | SWITCH       | FOC1751X1JF
 MCCORMICK-391-ESW-2              | WS-C3850-48P-L             | SWITCH       | FOC1814U08M
 MCCORMICK-391-ESW-2              | WS-C3850-48P-L             | SWITCH       | FOC1828U0TJ
 MCCORMICK-B-081-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC1833X05G
 MCCORMICK-B-081-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC1832X0JB
 MCCORMICK-B-081-ESW-1            | WS-C3850-24P-L             | SWITCH       | FOC1833X0NP
 MCCORMICK-B-081-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC1833U05U
 MCCORMICK-B-081-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW1833C04D
 MCCORMICK-B-081-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC1833X05H
 MCGAW-1-ESW-1                    | WS-C3750X-24P              | SWITCH       | FDO1438P0CE
 MCGAW-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1528P0GJ
 MCGAW-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1523V01R
 MCGAW-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1522P217
 MCGAW-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1643X2ZK
 MCGAW-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1523Z0HY
 MCGAW-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1643H2D2
 MCGAW-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1718P1LV
 MCGAW-1-ESW-1                    | WS-C3750X-48P              | SWITCH       | FDO1522K1S0
 MCGAW-1232A-01B-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2142F1GF
 MCGAW-1232A-01B-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2232F0GF
 MCGAW-1232A-01B-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2219X0T6
 MCGAW-1232A-01B-ESW-1            | WS-C3850-48P-L             | SWITCH       | FOC2001X1LB
 MCGAW-1232A-01B-ESW-1            | WS-C3850-48P-L             | SWITCH       | FCW2219C14V
 MCGAW-2-316-ESW-1                | WS-C3750X-24P              | SWITCH       | FDO1519P16B
 MCGAW-2-316-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1522Z0K9
 MCGAW-2-316-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1522P20J
 MCGAW-2-316-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1523Z02Z
 MCGAW-2-316-ESW-1                | WS-C3750X-24P              | SWITCH       | FDO1522R16K
 MCGAW-2-316-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1642Z0F3
 MCGAW-2-316-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1528P0FP
 MCGAW-2-316-ESW-1                | WS-C3750X-48P              | SWITCH       | FDO1522K1SR
 MCGAW-8262-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FCW1923C199
 MCGAW-8262-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FCW1923D136
 MCGAW-8262-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FOC1923X1C4
 MCGAW-8262-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FCW1926D13M
 MCGAW-8515-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FOC2038X1D8
 MCGAW-8515-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FCW2038C1JK
 MCGAW-8515-ESW-3                 | WS-C3850-48P-L             | SWITCH       | FCW2038F1MY
 MCGAW-B-SL1RM-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2039C00K
 MCGAW-B-SL1RM-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2038D1CF
 MCGAW-B-SL1RM-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2038C1VU
 MCGAW-B-SL1RM-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2038C1AZ
 MCGAW-B-SL1RM-ESW-1              | WS-C3850-48P-L             | SWITCH       | FOC2038U1QL
 MCGAW-B-SL1RM-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2038C1JL
 MCGAW-B-SL1RM-ESW-1              | WS-C3850-48P-L             | SWITCH       | FCW2038C194
 MCGAW-IDF-ESW-2                  | WS-C3750X-24P              | SWITCH       | FDO1520R03C
