            asset_name             |     asset_type     |       make       |                 model                 |                         serial_number                          |   ip_address    |                              business_service                              |    asset_fucntion    | support_model  |  owner_department   |             owner_contact              |      technical_contact      | date_of_last_record_verification | installation_ticket | decommission_ticket | location | cabinet 
 EVESX74                           | SERVER             | DELL             | POWEREDGE R630                        | CQ60V52                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:57-05           |                     |                     | EVDC     | Q34
 EVESX75                           | SERVER             | DELL             | POWEREDGE R630                        | CQ61V52                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:57-05           |                     |                     | EVDC     | Q34
 EVESX76                           | SERVER             | DELL             | POWEREDGE R630                        | CQ5VT52                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:57-05           |                     |                     | EVDC     | Q34
 EVESX77                           | SERVER             | DELL             | POWEREDGE R630                        | CQ5YT52                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:06:30-05           |                     |                     | EVDC     | S39
 EVESX82                           | SERVER             | DELL             | POWEREDGE R630                        | HHXJHB2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 15:00:50-04           | 398715              |                     | EVDC     | T34
 EVESX83                           | SERVER             | DELL             | POWEREDGE R630                        | HHXWHB2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 15:05:24-04           | 398715              |                     | EVDC     | T34
 EVESX84                           | SERVER             | DELL             | POWEREDGE R630                        | HHXGHB2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 14:54:59-04           | 398715              |                     | EVDC     | T34
 EVESX85                           | SERVER             | DELL             | POWEREDGE R630                        | HHXKHB2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 15:01:42-04           | 398715              |                     | EVDC     | T34
 EVESX86                           | SERVER             | DELL             | POWEREDGE R630                        | HHXXHB2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 15:06:31-04           | 398715              |                     | EVDC     | T34
 EVESX87                           | SERVER             | DELL             | POWEREDGE R630                        | HHXLHB2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 15:02:46-04           | 398715              |                     | EVDC     | T34
 EVESXC01N01                       | SERVER             | DELL             | POWEREDGE R620                        | HLQCJH2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | STEVE KWAK                  | 2019-10-01 14:07:13-04           | FP-536303           |                     | EVDC     | Q39
 EVESXC01N02                       | SERVER             | DELL             | POWEREDGE R620                        | HLQXHH2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | STEVE KWAK                  | 2019-10-01 14:08:26-04           | FP-536303           |                     | EVDC     | Q39
 EVESXC01N03                       | SERVER             | DELL             | POWEREDGE R620                        | HLR0JH2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | STEVE KWAK                  | 2019-10-01 14:09:13-04           | FP-536303           |                     | EVDC     | Q39
 EVESXC01N04                       | SERVER             | DELL             | POWEREDGE R620                        | HLQBJH2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | STEVE KWAK                  | 2019-10-01 14:10:07-04           | FP-536303           |                     | EVDC     | Q39
 EVESXC01N05                       | SERVER             | DELL             | POWEREDGE R620                        | HLQYHH2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | STEVE KWAK                  | 2019-10-02 20:02:11-04           | FP-536303           |                     | EVDC     | T39
 EVESXC01N06                       | SERVER             | DELL             | POWEREDGE R620                        | HLQWHH2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | STEVE KWAK                  | 2019-10-02 20:03:52-04           | FP-536303           |                     | EVDC     | T39
 EVESXC01N07                       | SERVER             | DELL             | POWEREDGE R620                        | HLQZHH2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | STEVE KWAK                  | 2019-10-02 20:05:46-04           | FP-536303           |                     | EVDC     | T39
 EVESXC01N08                       | SERVER             | DELL             | POWEREDGE R620                        | HLQDJH2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | STEVE KWAK                  | 2019-10-02 20:07:18-04           | FP-536303           |                     | EVDC     | T39
 EVESXC02N01-U39                   | SERVER             | DELL             | POWEREDGE R640                        | 5Y0XQP2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PROVISIONING         | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-02 20:50:34-04           |                     |                     | EVDC     | U39
 EVESXC02N02-U39                   | SERVER             | DELL             | POWEREDGE R640                        | 5Y0WQP2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PROVISIONING         | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-02 21:06:18-04           |                     |                     | EVDC     | U39
 EVESXC02N03-O34                   | SERVER             | DELL             | POWEREDGE R640                        | J243HQ2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | 2020-07-01 04:08:32-04           | FP-730508           |                     | EVDC     | O34
 EVESXC02N04-O34                   | SERVER             | DELL             | POWEREDGE R640                        | J245HQ2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | 2020-07-01 04:09:15-04           | FP-730508           |                     | EVDC     | O34
 EVESXC02N05-S34                   | SERVER             | DELL             | POWEREDGE R640                        | J247HQ2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | 2020-07-01 04:10:33-04           | FP-730508           |                     | EVDC     | S34
 EVESXC02N06-S34                   | SERVER             | DELL             | POWEREDGE R640                        | J244HQ2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | 2020-07-01 04:11:10-04           | FP-730508           |                     | EVDC     | S34
 EVESXC02N07-S34                   | SERVER             | DELL             | POWEREDGE R640                        | J246HQ2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | KEN TURNER                  | 2020-07-01 04:11:53-04           | FP-730508           |                     | EVDC     | S34
 EVESXC03N01-V34                   | SERVER             | DELL             | POWEREDGE R640                        | 38W4H13                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-02-17 17:57:56-05           | 941373              |                     | EVDC     | V34
 EVESXC03N02-V34                   | SERVER             | DELL             | POWEREDGE R640                        | 38V9H13                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-02-17 17:56:28-05           |                     |                     | EVDC     | V34
 EVESXC03N03-V34                   | SERVER             | DELL             | POWEREDGE R640                        | 38W3H13                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-02-17 17:54:02-05           |                     |                     | EVDC     | V34
 EVESXC03N04-P39                   | SERVER             | DELL             | POWEREDGE R640                        | 3CQ4H13                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-05-01 03:01:53-04           | 941373              |                     | EVDC     | P39
 EVESXC03N05-P39                   | SERVER             | DELL             | POWEREDGE R640                        | 2CFYG13                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-05-01 03:01:01-04           | 941373              |                     | EVDC     | P39
 EVESXC03N06-P39                   | SERVER             | DELL             | POWEREDGE R640                        | 3CQ6H13                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-05-01 03:00:23-04           | 941373              |                     | EVDC     | P39
 EVESXC03N07-P39                   | SERVER             | DELL             | POWEREDGE R640                        | 3CP9H13                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-06-17 15:20:25-04           | 941373              |                     | EVDC     | P39
 EVESXC04N01-V34                   | SERVER             | DELL             | POWEREDGE R640                        | 3CQ8H13                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-04-22 15:26:20-04           |                     |                     | EVDC     | V34
 EVESXC04N02-V34                   | SERVER             | DELL             | POWEREDGE R640                        | 3CQ9H13                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-04-22 15:26:36-04           |                     |                     | EVDC     | V34
 EVESXC04N03-V34                   | SERVER             | DELL             | POWEREDGE R640                        | 3CQ7H13                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-04-22 15:26:57-04           |                     |                     | EVDC     | V34
 EVESXC04N04-V34                   | SERVER             | DELL             | POWEREDGE R640                        | 3CQ3H13                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-04-22 15:27:09-04           |                     |                     | EVDC     | V34
 EVESXC04N05-Q34                   | SERVER             | DELL             | POWEREDGE R640                        | 3CR3H13                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-02-17 17:49:25-05           |                     |                     | EVDC     | Q34
 EVESXC04N06-Q34                   | SERVER             | DELL             | POWEREDGE R640                        | 3CP8H13                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-02-17 17:47:01-05           |                     |                     | EVDC     | Q34
 EVESXC04N07-Q34                   | SERVER             | DELL             | POWEREDGE R640                        | 3CQ5H13                                                        |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-02-17 17:44:23-05           |                     |                     | EVDC     | Q34
 EVESXCLOUD31                      | SERVER             | DELL             | POWEREDGE R630                        | H17HR52                                                        |                 | EVANSTON CLOUD ESXI CLUSTER                                                | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-09-26 18:30:44-04           |                     |                     | EVDC     | Q34
 EVESXCLOUD32                      | SERVER             | DELL             | POWEREDGE R630                        | H17JR52                                                        |                 | EVANSTON CLOUD ESXI CLUSTER                                                | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-09-26 18:29:13-04           |                     |                     | EVDC     | Q34
 EVESXCLOUD33                      | SERVER             | DELL             | POWEREDGE R630                        | H17KR52                                                        |                 | EVANSTON CLOUD ESXI CLUSTER                                                | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-09-26 18:31:15-04           |                     |                     | EVDC     | Q34
 EVESXCLOUD34                      | SERVER             | DELL             | POWEREDGE R630                        | HHPHHB2                                                        |                 | EVANSTON CLOUD ESXI CLUSTER                                                | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 14:49:27-04           | 391412              |                     | EVDC     | Q34
 EVESXCLOUD35                      | SERVER             | DELL             | POWEREDGE R630                        | HHPJHB2                                                        |                 | EVANSTON CLOUD ESXI CLUSTER                                                | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 14:50:15-04           |                     |                     | EVDC     | Q34
 EVESXCLOUD36                      | SERVER             | DELL             | POWEREDGE R630                        | HRK6GK2                                                        |                 | 10X5(NBD)                                                                  | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | BRAD PRILLER                | 2020-06-17 15:16:42-04           | 549992              |                     | EVDC     | U39
 EVESXCLOUD37                      | SERVER             | DELL             | POWEREDGE R630                        | HRK7GK2                                                        |                 | 10X5(NBD)                                                                  | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            | BRAD PRILLER                | 2020-06-17 15:17:01-04           | 549992              |                     | EVDC     | U39
 EVESXCLOUD38                      | SERVER             | DELL             | POWEREDGE R630                        | 84VVFK2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-02 20:44:51-04           |                     |                     | EVDC     | U39
 EVESXCLOUD39                      | SERVER             | DELL             | POWEREDGE R630                        | 84VTFK2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-02 20:45:44-04           |                     |                     | EVDC     | U39
 EVESXCLOUD40                      | SERVER             | DELL             | POWEREDGE R630                        | 84VSFK2                                                        |                 |                                                                            | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-02 20:46:53-04           |                     |                     | EVDC     | U39
 EVESXCLOUD41                      | SERVER             | DELL             | POWEREDGE R630                        | 84VWFK2                                                        |                 |                                                                            | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-02 20:48:07-04           |                     |                     | EVDC     | U39
 EVESXCLOUD42                      | SERVER             | DELL             | POWEREDGE R630                        | 84VXFK2                                                        |                 |                                                                            | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-02 20:49:12-04           |                     |                     | EVDC     | U39
 EVESXCLOUD43                      | SERVER             | DELL             | POWEREDGE R630                        | HHXHHB2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 14:55:52-04           | 398715              |                     | EVDC     | T34
 EVESXCLOUD44                      | SERVER             | DELL             | POWEREDGE R630                        | HHXVHB2                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-18 15:03:50-04           | 398715              |                     | EVDC     | T34
 EVESXCLOUD45                      | SERVER             | DELL             | POWEREDGE R630                        | 7Z01D42                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-07-18 16:27:05-04           | IM247288            |                     | EVDC     | Q34
 EVESXCLOUD46                      | SERVER             | DELL             | POWEREDGE R630                        | 7YZXC42                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-07-18 16:27:57-04           | IM247288            |                     | EVDC     | Q34
 EVESXCLOUD47                      | SERVER             | DELL             | POWEREDGE R630                        | 7YZ1D42                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-07-18 13:44:01-04           | IM247288            |                     | EVDC     | Q34
 EVESXCLOUD48                      | SERVER             | DELL             | POWEREDGE R630                        | 7ZS5D42                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-09-23 09:07:52-04           | IM247288            |                     | EVDC     | O34
 EVESXCLOUD49                      | SERVER             | DELL             | POWEREDGE R630                        | 7YZZC42                                                        |                 | EVANSTON ENTERPRISE ESXI CLUSTER                                           | PRODUCTION           | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-07-18 16:49:46-04           | IM247288            |                     | EVDC     | V34
 EVESXTNSC01N02                    | SERVER             | DELL             | POWEREDGE R730XD                      | 5XQ4V52                                                        |                 |                                                                            | N/A                  | INFRASTRUCTURE | PIPS                | NUIT-CI-TNS-DATANETWORK                | CHRIS FABRI                 | 2019-07-22 14:18:15-04           |                     |                     | EVDC     | S39
 EVESXTNSC01N03                    | SERVER             | DELL             | POWEREDGE R730XD                      | 5XQ5V52                                                        |                 |                                                                            | N/A                  | INFRASTRUCTURE | PIPS                | NUIT-CI-TNS-DATANETWORK                | CHRIS FABRI                 | 2019-07-22 14:17:55-04           |                     |                     | EVDC     | S39
 EVISILON01-IB-1                   | STORAGE            | MELLANOX         | IS 5022 DEVICE                        | MT1127X00447                                                   |                 | NU LIBRARY                                                                 | INFRASTRUCTURE       | INFRASTRUCTURE | SO                  | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2018-10-26 09:04:11-04           |                     |                     | EVDC     | P43
 EVISILON01-IB-2                   | STORAGE            | MELLANOX         | IS 5022 DEVICE                        | MT1127X00428                                                   |                 |                                                                            | INFRASTRUCTURE       |                | SO                  | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2018-10-26 09:04:14-04           |                     |                     | EVDC     | P43
 EVISILON01-N1                     | STORAGE            | EMC              | ISILON X400                           | SN400-201325-0274                                              |                 | NU LIBRARY                                                                 | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:49-05           |                     |                     | EVDC     | P43
 EVISILON01-N2                     | STORAGE            | EMC              | ISILON X400                           | SN400-201325-0275                                              |                 | NU LIBRARY                                                                 | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:50-05           |                     |                     | EVDC     | P43
 EVISILON01-N3                     | STORAGE            | EMC              | ISILON X400                           | SN400-201325-0276                                              |                 | NU LIBRARY                                                                 | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:50-05           |                     |                     | EVDC     | P43
 EVISILON01-N4                     | STORAGE            | EMC              | ISILON X400                           | SN400-301410-0305                                              |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:50-05           |                     |                     | EVDC     | P43
 EVISILON01-N5                     | STORAGE            | EMC              | ISILON X400                           | SN400-301610-0046                                              |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-01-23 11:05:51-05           |                     |                     | EVDC     | P43
 EVISILON01-N6                     | SERVER             | EMC              | ISILON A100                           | FC6IS160900021                                                 |                 |                                                                            | PRODUCTION           |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-07-01 04:20:45-04           |                     |                     | EVDC     | P43
 EVISILON02-IB-1                   | STORAGE            | MELLANOX         | IS 5022 DEVICE                        | MT1236X02134                                                   |                 |                                                                            | INFRASTRUCTURE       |                | SO                  | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2018-10-26 08:42:56-04           |                     |                     | EVDC     | Q39
 EVISILON02-IB-2                   | STORAGE            | MELLANOX         | IS 5022 DEVICE                        | M71234X02260                                                   |                 | A&RT                                                                       | INFRASTRUCTURE       | INFRASTRUCTURE | SO                  | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2018-10-26 08:43:04-04           |                     |                     | EVDC     | Q39
 EVISILON02-N1                     | STORAGE            | EMC              | ISILON X400                           | SX400-301233-0357                                              |                 | A&RT                                                                       | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2018-10-26 08:43:08-04           |                     |                     | EVDC     | Q39
 EVISILON02-N2                     | STORAGE            | EMC              | ISILON X400                           | SX400-301243-0120                                              |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2018-10-26 08:43:20-04           |                     |                     | EVDC     | Q39
 EVISILON02-N3                     | STORAGE            | EMC              | ISILON X400                           | SX400-301233-0355                                              |                 |                                                                            | INFRASTRUCTURE       |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2018-10-26 08:43:24-04           |                     |                     | EVDC     | Q39
 EVISILON02-N4                     | STORAGE            | EMC              | ISILON X400                           | SX400-301409-0146                                              |                 | A&RT                                                                       | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2018-10-26 08:43:28-04           |                     |                     | EVDC     | Q39
 EVISILON03-IB-1 (36)              | STORAGE            | MELLANOX         | IS 5022 DEVICE                        | MT1751K21082                                                   |                 | RDSS                                                                       | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-07-01 04:03:36-04           | FP-791478           |                     | EVDC     | T43
 EVISILON03-IB-2 (36)              | STORAGE            | MELLANOX         | IS 5022 DEVICE                        | MT1751K21088                                                   |                 | RDSS                                                                       | INFRASTRUCTURE       | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2020-07-01 04:04:56-04           | FP-791478           |                     | EVDC     | T43
 EVISILON03-N1                     | STORAGE            | EMC              | ISILON X400                           | SN400-201433-0115                                              |                 |                                                                            | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-02 15:57:50-05           |                     |                     | EVDC     | T43
 EVISILON03-N10                    | STORAGE            | EMC              | ISILON X400                           | JWXYE164600005                                                 |                 | RDSS                                                                       | HIPAA                | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-02 15:59:43-05           | FP-467400           |                     | EVDC     | U43
 EVISILON03-N11                    | STORAGE            | EMC              | ISILON X400                           | JWXYE164600094                                                 |                 | RDSS                                                                       | HIPAA                | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-02 15:58:38-05           | FP-467400           |                     | EVDC     | U43
 EVISILON03-N12                    | STORAGE            | EMC              | ISILON X410                           | JWXYE172200019                                                 |                 | RDSS                                                                       | HIPAA                | INFRASTRUCTURE | SO                  | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | 2019-01-23 11:07:04-05           | FP-571244           |                     | EVDC     | U43
 EVISILON03-N13                    | STORAGE            | EMC              | ISILON X410                           | JWXYE172200022                                                 |                 | RDSS                                                                       | HIPAA                | INFRASTRUCTURE | SO                  | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | 2019-01-23 11:07:04-05           | FP-571244           |                     | EVDC     | U43
 EVISILON03-N14                    | STORAGE            | EMC              | ISILON X410                           | JWXYE172100026                                                 |                 | RDSS                                                                       | HIPAA                | INFRASTRUCTURE | SO                  | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | 2019-10-04 16:35:12-04           | FP-571244           |                     | EVDC     | U43
 EVISILON03-N15                    | STORAGE            | EMC              | ISILON X410                           | JWXYE172200017                                                 |                 | RDSS                                                                       | HIPAA                | INFRASTRUCTURE | SO                  | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | 2019-01-23 11:07:05-05           | FP-571244           |                     | EVDC     | U43
 EVISILON03-N18                    | STORAGE            | EMC              | ISILON X410                           | FCNYE181400028                                                 |                 |                                                                            | HIPAA                |                | SO                  | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-10-03 15:19:49-04           | FP-715743           |                     | EVDC     | V43
 EVISILON03-N2                     | STORAGE            | EMC              | ISILON X400                           | SN400-201433-0118                                              |                 | RDSS                                                                       | HIPAA                | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-02 16:05:10-05           |                     |                     | EVDC     | T43
 EVISILON03-N3                     | STORAGE            | EMC              | ISILON X400                           | SN400-201433-0117                                              |                 | RDSS                                                                       | HIPAA                | INFRASTRUCTURE | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-02 15:57:18-05           |                     |                     | EVDC     | T43
 EVISILON03-N4                     | STORAGE            | EMC              | ISILON X400                           | SN400-301525-0053                                              |                 | RDSS                                                                       | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-02 15:56:43-05           |                     |                     | EVDC     | T43
 EVISILON03-N5                     | STORAGE            | EMC              | ISILON X400                           | SN400-301543-0084                                              |                 | RDSS                                                                       | HIPAA                |                | PIPS                | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | 2019-12-02 15:55:52-05           | 336969              |                     | EVDC     | T43
