1              name              |      vendor      |       type        |          model          | contact  | service_owner_department |         service_owner_contact          |      technical_contact      | cabinet | function 
310  VMBKUP09A-DAS01               | DELL             | STORAGE           | MD1400                  |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | BRAD PRILLER                | S34     | ADMIN

311  EVISILON 19  20  21  22       | EMC              | STORAGE           | ISILON H400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V43     | ADMIN

312  EVISILON 23 AND 24            | EMC              | STORAGE           | ISILON H400             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V43     | ADMIN

313  EVISILON 27 AND 28            | EMC              | STORAGE           | ISILON H400             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V43     | ADMIN

314  EVISILON 31  32  33  34       | EMC              | STORAGE           | ISILON H400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V43     | ADMIN

315  EVISILON 35 AND 36            | EMC              | STORAGE           | ISILON H400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V43     | ADMIN

316  EVISILON 37  38  39  40       | EMC              | STORAGE           | ISILON H400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V43     | ADMIN

317  EVISILON01-N1                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P43     | ADMIN

318  EVISILON01-N2                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P43     | ADMIN

319  EVISILON01-N3                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P43     | ADMIN

320  EVISILON01-N4                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P43     | ADMIN

321  EVISILON01-N5                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P43     | ADMIN

322  EVISILON02-N1                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q39     | ADMIN

323  EVISILON02-N2                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q39     | ADMIN

324  EVISILON02-N3                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q39     | ADMIN

325  EVISILON02-N4                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q39     | ADMIN

326  EVISILON03-N1                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN

327  EVISILON03-N10                | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U43     | ADMIN

328  EVISILON03-N11                | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U43     | ADMIN

329  EVISILON03-N12                | EMC              | STORAGE           | ISILON X410             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | U43     | ADMIN

330  EVISILON03-N13                | EMC              | STORAGE           | ISILON X410             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | U43     | ADMIN

331  EVISILON03-N14                | EMC              | STORAGE           | ISILON X410             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | U43     | ADMIN

332  EVISILON03-N15                | EMC              | STORAGE           | ISILON X410             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | U43     | ADMIN

333  EVISILON03-N16                | EMC              | STORAGE           | ISILON X410             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | U43     | ADMIN

334  EVISILON03-N17                | EMC              | STORAGE           | ISILON X410             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | U43     | ADMIN

335  EVISILON03-N18                | EMC              | STORAGE           | ISILON X410             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V43     | ADMIN

336  EVISILON03-N2                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN

337  EVISILON03-N3                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN

338  EVISILON03-N4                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN

339  EVISILON03-N5                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN

340  EVISILON03-N6                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN

341  EVISILON03-N7                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN

342  EVISILON03-N8                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U43     | ADMIN

343  EVISILON03-N9                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U43     | ADMIN

344  EV3700-3-ENCL 2               | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q34     | ADMIN

345  EV3700-3-ENCL 3               | IBM              | STORAGE           | STORWISE V3700          | ADMIN    | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q34     | ADMIN

346  EV3700-3-ENCL 4               | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q34     | ADMIN

347  EV3700-3-ENCL 5               | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q34     | ADMIN

348  EV3700-3MGMT                  | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q34     | ADMIN

349  EV3700-COLLAB-ENCL 2          | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | R43     | ADMIN

350  EV3700-COLLAB-ENCL 3          | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | R43     | ADMIN

351  EV3700-COLLAB-ENCL 4          | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | R43     | ADMIN

352  EV3700-COLLAB-ENCL 5          | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | R43     | ADMIN

353  EV3700-COLLABMGMT             | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | R43     | ADMIN

354  EV5030-1/ENCL 2               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN

355  EV5030-1/ENCL 3               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN

356  EV5030-1/ENCL 4               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN

357  EV5030-1/ENCL 6               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN

358  EV5030-1/ENCL 7               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN

359  EV5030-1MGMT                  | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN

360  EV5030-1_20                   | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN

361  EV5030-2/ENCL 2               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN

362  EV5030-2/ENCL 3               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN

363  EV5030-2/ENCL 4               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN

364  EV5030-2/ENCL 5               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN

365  EV5030-2/ENCL 6               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN

366  EV5030-2MGMT                  | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN

367  EV5030-2_10                   | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN

368  EV5030-NUCLOUD-1MGMT          | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O43     | ADMIN

369  EV5030-NUCLOUD-ENCL1          | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O43     | ADMIN

370  EV5030-NUCLOUD-ENCL2          | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O43     | ADMIN

371  EV5030-NUCLOUD-ENCL3          | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O43     | ADMIN

372  EV5030-NUCLOUD-ENCL4          | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O43     | ADMIN

373  EV5030-NUCLOUD-ENCL5          | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O43     | ADMIN

374  EV5030-NUCLOUD-ENCL6          | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O43     | ADMIN

375  EV5030-NUCLOUD-ENCL7          | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O43     | ADMIN

376  EVISILON01-IB-1               | MELLANOX         | STORAGE           | IS 5022 DEVICE          |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P43     | ADMIN

377  EVISILON01-IB-2               | MELLANOX         | STORAGE           | IS 5022 DEVICE          |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P43     | ADMIN

378  EVISILON02-IB-1               | MELLANOX         | STORAGE           | IS 5022 DEVICE          |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q39     | ADMIN

379  EVISILON02-IB-2               | MELLANOX         | STORAGE           | IS 5022 DEVICE          |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q39     | ADMIN

380  EVISILON03-IB-1 (36)          | MELLANOX         | STORAGE           | IS 5022 DEVICE          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN

381  EVISILON03-IB-2 (36)          | MELLANOX         | STORAGE           | IS 5022 DEVICE          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN

382  BACKUP2 MASTER                | PROE HARDWARE    | STORAGE           | PRO472                  |          | SO                       | NUIT-TSS-SUPPORTSERVICES               |                             | U39     | ADMIN

383  BACKUP2 SLAVE                 | PROE HARDWARE    | STORAGE           | PRO490                  |          | SO                       | NUIT-TSS-SUPPORTSERVICES               |                             | U39     | ADMIN

384 (381 rows)

385 

