             name              |      vendor      |       type        |          model          | contact  | service_owner_department |         service_owner_contact          |      technical_contact      | cabinet | function 
 EVISILON01-N3                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P43     | ADMIN
 EVISILON01-N4                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P43     | ADMIN
 EVISILON01-N5                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P43     | ADMIN
 EVISILON02-N1                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q39     | ADMIN
 EVISILON02-N2                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q39     | ADMIN
 EVISILON02-N3                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q39     | ADMIN
 EVISILON02-N4                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q39     | ADMIN
 EVISILON03-N1                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN
 EVISILON03-N10                | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U43     | ADMIN
 EVISILON03-N11                | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U43     | ADMIN
 EVISILON03-N12                | EMC              | STORAGE           | ISILON X410             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | U43     | ADMIN
 EVISILON03-N13                | EMC              | STORAGE           | ISILON X410             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | U43     | ADMIN
 EVISILON03-N14                | EMC              | STORAGE           | ISILON X410             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | U43     | ADMIN
 EVISILON03-N15                | EMC              | STORAGE           | ISILON X410             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | U43     | ADMIN
 EVISILON03-N16                | EMC              | STORAGE           | ISILON X410             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | U43     | ADMIN
 EVISILON03-N17                | EMC              | STORAGE           | ISILON X410             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | U43     | ADMIN
 EVISILON03-N18                | EMC              | STORAGE           | ISILON X410             |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | V43     | ADMIN
 EVISILON03-N2                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN
 EVISILON03-N3                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN
 EVISILON03-N4                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN
 EVISILON03-N5                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN
 EVISILON03-N6                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN
 EVISILON03-N7                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN
 EVISILON03-N8                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U43     | ADMIN
 EVISILON03-N9                 | EMC              | STORAGE           | ISILON X400             |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | U43     | ADMIN
 EV3700-3-ENCL 2               | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q34     | ADMIN
 EV3700-3-ENCL 3               | IBM              | STORAGE           | STORWISE V3700          | ADMIN    | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q34     | ADMIN
 EV3700-3-ENCL 4               | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q34     | ADMIN
 EV3700-3-ENCL 5               | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q34     | ADMIN
 EV3700-3MGMT                  | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q34     | ADMIN
 EV3700-COLLAB-ENCL 2          | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | R43     | ADMIN
 EV3700-COLLAB-ENCL 3          | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | R43     | ADMIN
 EV3700-COLLAB-ENCL 4          | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | R43     | ADMIN
 EV3700-COLLAB-ENCL 5          | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | R43     | ADMIN
 EV3700-COLLABMGMT             | IBM              | STORAGE           | STORWISE V3700          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            | TOM HALLORAN                | R43     | ADMIN
 EV5030-1/ENCL 2               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN
 EV5030-1/ENCL 3               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN
 EV5030-1/ENCL 4               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN
 EV5030-1/ENCL 6               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN
 EV5030-1/ENCL 7               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN
 EV5030-1MGMT                  | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN
 EV5030-1_20                   | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN
 EV5030-2/ENCL 2               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN
 EV5030-2/ENCL 3               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN
 EV5030-2/ENCL 4               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN
 EV5030-2/ENCL 5               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN
 EV5030-2/ENCL 6               | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN
 EV5030-2MGMT                  | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN
 EV5030-2_10                   | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q43     | ADMIN
 EV5030-NUCLOUD-1MGMT          | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O43     | ADMIN
 EV5030-NUCLOUD-ENCL1          | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O43     | ADMIN
 EV5030-NUCLOUD-ENCL2          | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O43     | ADMIN
 EV5030-NUCLOUD-ENCL3          | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O43     | ADMIN
 EV5030-NUCLOUD-ENCL4          | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O43     | ADMIN
 EV5030-NUCLOUD-ENCL5          | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O43     | ADMIN
 EV5030-NUCLOUD-ENCL6          | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O43     | ADMIN
 EV5030-NUCLOUD-ENCL7          | IBM              | STORAGE           | STORWISE V5030          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | O43     | ADMIN
 EVISILON01-IB-1               | MELLANOX         | STORAGE           | IS 5022 DEVICE          |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P43     | ADMIN
 EVISILON01-IB-2               | MELLANOX         | STORAGE           | IS 5022 DEVICE          |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | P43     | ADMIN
 EVISILON02-IB-1               | MELLANOX         | STORAGE           | IS 5022 DEVICE          |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q39     | ADMIN
 EVISILON02-IB-2               | MELLANOX         | STORAGE           | IS 5022 DEVICE          |          | SO                       | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | Q39     | ADMIN
 EVISILON03-IB-1 (36)          | MELLANOX         | STORAGE           | IS 5022 DEVICE          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN
 EVISILON03-IB-2 (36)          | MELLANOX         | STORAGE           | IS 5022 DEVICE          |          | PIPS                     | NUIT-CI-PIPS-INFRASTRUCTURE            |                             | T43     | ADMIN
 BACKUP2 MASTER                | PROE HARDWARE    | STORAGE           | PRO472                  |          | SO                       | NUIT-TSS-SUPPORTSERVICES               |                             | U39     | ADMIN
 BACKUP2 SLAVE                 | PROE HARDWARE    | STORAGE           | PRO490                  |          | SO                       | NUIT-TSS-SUPPORTSERVICES               |                             | U39     | ADMIN
(381 rows)

